Cluster ID;size;profile_id;Year of date;Month of date;#bookings;#comments;#favourites;#improvements;#likes;#messages;#relationships;#replies;#responses;#reviews;#topics;points;ratio;std dev;impact;std dev impact
2010;130;22674;2016;3;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;22674;2016;4;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;22840;2014;12;0;0;0;0;1;0;0;0;0;1;0;7;1,00;0,00;0,00;0,00
2010;130;22840;2015;7;0;0;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;22840;2015;8;1;0;0;0;1;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;22840;2016;5;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;22972;2014;6;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;22972;2014;7;0;0;0;0;0;0;0;0;0;1;0;23;0,00;0,00;0,00;0,00
2010;130;22972;2014;8;0;0;0;0;0;1;0;0;0;1;0;15;0,00;0,00;0,00;0,00
2010;130;22972;2015;1;0;0;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;22972;2015;8;0;0;0;0;0;0;0;0;0;1;0;21;0,00;0,00;0,00;0,00
2010;130;22972;2015;11;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;22972;2015;12;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;22972;2016;4;0;0;0;0;0;0;0;0;0;1;0;9;0,00;0,00;0,00;0,00
2010;130;22972;2016;5;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;22972;2016;7;0;0;0;0;0;0;0;0;0;1;0;13;0,00;0,00;0,00;0,00
2010;130;22972;2016;8;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;22972;2016;10;0;0;0;0;0;0;0;0;0;1;0;75;0,00;0,00;0,00;0,00
2010;130;23102;2014;3;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;23102;2016;3;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;2,00;0,00
2010;130;23102;2016;6;1;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;1,00;0,00
2010;130;23102;2016;7;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;23141;2014;6;0;0;0;0;0;0;0;0;0;1;0;15;0,00;0,00;0,00;0,00
2010;130;23141;2014;8;0;0;0;0;0;0;0;0;0;3;0;67;0,00;0,00;0,00;0,00
2010;130;23141;2015;4;0;0;0;0;0;0;0;0;0;2;0;86;0,00;0,00;0,00;0,00
2010;130;23141;2015;5;0;0;0;0;0;0;0;0;0;4;0;80;0,00;0,00;0,00;0,00
2010;130;23141;2016;1;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;1,00;0,00
2010;130;23141;2016;7;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;23141;2016;8;0;0;0;0;0;0;0;0;0;1;0;19;0,00;0,00;0,00;0,00
2010;130;23215;2014;3;0;0;0;0;8;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2014;4;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2014;5;0;0;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2014;11;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2015;2;0;0;1;0;2;0;0;0;1;0;0;1;0,00;0,00;0,00;0,00
2010;130;23215;2015;3;3;0;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2015;4;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2015;5;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2015;8;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2015;9;0;0;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2015;12;1;0;0;0;7;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2016;1;0;0;0;0;21;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2016;2;0;0;0;0;3;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2016;3;0;0;0;0;4;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2016;4;0;0;0;0;9;0;1;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2016;5;0;0;0;0;3;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23215;2016;6;2;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23314;2014;1;0;0;0;0;0;0;0;0;1;7;0;175;0,00;0,00;0,00;0,00
2010;130;23314;2014;2;0;0;0;0;0;0;0;0;0;5;0;125;0,00;0,00;0,00;0,00
2010;130;23314;2014;3;0;0;1;0;0;0;0;0;0;4;0;100;0,00;0,00;0,00;0,00
2010;130;23314;2014;4;0;0;0;1;0;0;0;0;0;5;0;140;0,00;0,00;0,00;0,00
2010;130;23314;2014;5;0;0;1;0;0;0;0;6;0;6;0;136;0,00;0,00;0,00;0,00
2010;130;23314;2014;6;0;0;0;0;0;0;0;0;0;6;0;132;0,00;0,00;0,00;0,00
2010;130;23314;2014;7;0;0;0;0;1;0;0;0;0;5;0;125;1,00;0,40;0,00;0,00
2010;130;23314;2014;8;0;0;0;0;0;0;0;0;0;2;0;50;0,00;0,00;0,00;0,00
2010;130;23314;2014;9;0;0;0;0;0;0;0;0;0;3;0;75;0,00;0,00;0,00;0,00
2010;130;23314;2014;10;0;0;1;1;0;0;0;0;0;6;0;165;0,00;0,00;0,00;0,00
2010;130;23314;2014;11;0;0;0;1;0;0;0;0;0;7;0;690;1,00;0,35;1,00;0,35
2010;130;23314;2014;12;0;0;1;3;0;0;0;0;0;4;0;145;1,00;0,43;0,00;0,00
2010;130;23314;2015;1;0;0;0;0;0;0;0;0;0;3;0;75;0,00;0,00;2,00;0,47
2010;130;23314;2015;2;0;0;0;2;0;0;0;0;0;4;0;130;0,00;0,00;2,00;0,87
2010;130;23314;2015;3;0;0;0;0;0;0;0;0;0;4;0;100;0,00;0,00;0,00;0,00
2010;130;23314;2015;4;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;23314;2015;5;0;0;0;2;0;0;0;0;0;9;0;253;1,00;0,31;0,00;0,00
2010;130;23314;2015;6;0;0;0;0;0;0;0;0;0;4;0;100;1,00;0,43;0,00;0,00
2010;130;23314;2015;7;0;0;1;1;0;0;0;0;0;2;0;65;1,00;0,50;1,00;0,50
2010;130;23314;2015;8;1;0;0;2;0;0;0;0;0;8;0;230;0,00;0,00;0,00;0,00
2010;130;23314;2015;9;0;0;0;0;0;0;0;0;0;3;0;75;0,00;0,00;0,00;0,00
2010;130;23314;2015;11;1;0;0;0;0;0;0;0;0;6;0;128;0,00;0,00;0,00;0,00
2010;130;23314;2015;12;0;0;0;1;0;0;0;0;0;7;0;180;0,00;0,00;0,00;0,00
2010;130;23314;2016;1;0;0;0;3;0;0;0;0;0;6;0;195;0,00;0,00;0,00;0,00
2010;130;23314;2016;2;0;0;0;1;0;0;0;0;0;3;0;90;0,00;0,00;0,00;0,00
2010;130;23314;2016;3;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;23314;2016;5;0;0;1;1;0;0;0;0;0;1;0;40;0,00;0,00;0,00;0,00
2010;130;23314;2016;6;0;0;0;0;0;0;0;0;0;6;0;150;1,00;0,37;0,00;0,00
2010;130;23314;2016;7;0;0;0;0;0;0;0;0;0;3;0;75;1,00;0,47;1,00;0,47
2010;130;23314;2016;8;0;0;0;1;0;0;0;0;0;0;0;15;0,00;0,00;0,00;0,00
2010;130;23502;2014;3;0;0;0;0;0;0;0;0;0;2;0;12;0,00;0,00;0,00;0,00
2010;130;23502;2014;8;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;1,00;0,00
2010;130;23502;2015;10;0;0;1;0;0;0;0;0;0;1;0;6;0,00;0,00;0,00;0,00
2010;130;23502;2016;2;0;0;0;0;0;0;0;0;0;2;0;18;0,00;0,00;0,00;0,00
2010;130;23502;2016;7;0;0;0;0;0;0;0;0;0;2;0;14;0,00;0,00;0,00;0,00
2010;130;23502;2016;9;0;0;0;0;0;0;0;0;0;1;0;9;0,00;0,00;0,00;0,00
2010;130;23506;2014;5;0;0;1;0;0;0;0;0;0;2;0;21;0,00;0,00;0,00;0,00
2010;130;23506;2014;7;0;0;1;0;0;0;0;0;0;2;0;17;0,00;0,00;0,00;0,00
2010;130;23506;2014;8;0;0;0;0;0;0;0;0;0;2;0;72;0,00;0,00;0,00;0,00
2010;130;23506;2015;3;0;0;0;0;0;0;0;0;0;1;0;23;0,00;0,00;0,00;0,00
2010;130;23506;2015;6;0;0;1;0;0;0;0;0;0;1;0;22;0,00;0,00;0,00;0,00
2010;130;23506;2015;8;0;0;0;0;0;0;0;0;0;1;0;19;0,00;0,00;1,00;0,00
2010;130;23506;2015;11;0;0;0;0;0;0;0;0;0;2;0;16;0,00;0,00;0,00;0,00
2010;130;23506;2016;1;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;23506;2016;2;0;0;0;0;0;0;0;0;0;1;0;17;0,00;0,00;0,00;0,00
2010;130;23506;2016;3;0;0;0;0;0;0;0;0;0;1;0;21;0,00;0,00;0,00;0,00
2010;130;23506;2016;6;0;0;0;0;0;0;0;0;0;1;0;23;0,00;0,00;0,00;0,00
2010;130;23525;2014;8;1;0;0;0;4;0;0;0;0;5;0;57;0,00;0,00;0,00;0,00
2010;130;23525;2014;12;0;0;0;0;1;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;23525;2015;5;0;0;0;0;1;0;0;0;1;1;0;11;0,00;0,00;0,00;0,00
2010;130;23525;2015;7;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23525;2015;8;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;3,00;0,00
2010;130;23525;2015;9;0;0;0;0;1;3;0;0;2;1;0;34;1,00;0,00;0,00;0,00
2010;130;23525;2016;3;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;23525;2016;7;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;23587;2014;2;0;0;0;0;0;0;0;0;0;2;0;28;0,00;0,00;0,00;0,00
2010;130;23587;2016;10;1;0;0;0;0;0;0;0;2;3;0;31;0,00;0,00;5,00;2,36
2010;130;24115;2014;9;0;0;0;0;0;0;0;0;0;1;0;23;1,00;0,00;1,00;0,00
2010;130;24115;2015;5;0;0;0;0;0;0;0;0;0;3;0;31;0,00;0,00;0,00;0,00
2010;130;24115;2016;3;0;0;0;0;0;0;0;0;1;1;0;25;0,00;0,00;3,00;0,00
2010;130;24314;2014;1;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;24314;2014;2;0;0;0;0;0;0;0;0;0;2;0;50;1,00;0,50;1,00;0,50
2010;130;24314;2014;3;0;0;0;0;0;0;0;0;0;3;0;71;0,00;0,00;0,00;0,00
2010;130;24314;2014;4;0;0;0;0;0;0;0;0;0;3;0;67;0,00;0,00;0,00;0,00
2010;130;24314;2014;5;0;0;0;0;0;0;0;0;0;3;0;57;0,00;0,00;0,00;0,00
2010;130;24314;2014;6;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;24314;2014;7;0;0;0;0;0;0;0;0;0;2;0;40;0,00;0,00;0,00;0,00
2010;130;24314;2014;8;0;0;0;0;0;0;0;0;0;3;0;53;0,00;0,00;0,00;0,00
2010;130;24314;2014;9;0;0;0;0;0;0;0;0;0;5;0;111;0,00;0,00;0,00;0,00
2010;130;24314;2014;10;0;0;0;0;0;0;0;0;0;4;0;96;0,00;0,00;0,00;0,00
2010;130;24314;2014;11;0;0;0;1;0;0;0;0;0;6;0;411;0,00;0,00;0,00;0,00
2010;130;24314;2014;12;0;0;0;1;0;0;0;0;0;6;0;163;0,00;0,00;0,00;0,00
2010;130;24314;2015;1;0;0;0;0;0;0;0;0;0;1;0;25;1,00;0,00;0,00;0,00
2010;130;24314;2015;2;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;24314;2015;3;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;24314;2015;4;0;0;0;1;0;0;0;0;0;5;0;120;0,00;0,00;0,00;0,00
2010;130;24314;2015;5;0;0;0;0;0;0;0;0;0;2;0;44;0,00;0,00;0,00;0,00
2010;130;24314;2015;6;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;24314;2015;8;0;0;0;0;0;0;0;0;0;2;0;34;0,00;0,00;0,00;0,00
2010;130;24314;2015;10;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;24314;2015;11;0;0;0;0;0;0;0;0;0;3;0;61;0,00;0,00;0,00;0,00
2010;130;24314;2015;12;0;0;0;0;0;0;0;0;0;4;0;100;1,00;0,43;1,00;0,43
2010;130;24314;2016;1;1;0;0;1;0;0;0;0;0;6;0;155;0,00;0,00;0,00;0,00
2010;130;24314;2016;3;0;0;1;0;0;0;0;0;0;4;0;81;0,00;0,00;0,00;0,00
2010;130;24314;2016;4;0;0;0;0;0;0;0;0;0;2;0;42;0,00;0,00;0,00;0,00
2010;130;24314;2016;5;0;0;0;0;0;0;0;0;0;3;0;75;0,00;0,00;0,00;0,00
2010;130;24314;2016;6;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;24325;2014;3;0;0;0;0;1;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;24325;2016;6;0;0;0;0;2;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;24325;2016;7;0;0;0;0;3;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;24325;2016;8;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;24325;2016;10;0;0;0;0;2;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;24335;2014;5;0;0;0;0;0;0;0;0;0;2;0;32;2,00;1,00;0,00;0,00
2010;130;24335;2014;10;0;0;0;0;0;0;0;0;0;1;0;9;0,00;0,00;0,00;0,00
2010;130;24335;2015;3;0;0;0;0;4;0;0;0;0;10;0;146;1,00;0,30;0,00;0,00
2010;130;24335;2015;4;0;0;0;0;0;0;0;0;0;2;0;36;0,00;0,00;0,00;0,00
2010;130;24335;2015;5;0;0;0;0;1;0;0;0;0;3;0;35;0,00;0,00;0,00;0,00
2010;130;24335;2015;8;0;0;0;0;2;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;24335;2015;11;0;0;0;0;0;0;0;0;0;1;0;25;0,00;0,00;0,00;0,00
2010;130;24335;2015;12;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;24335;2016;3;0;0;0;0;0;0;0;0;1;10;0;140;0,00;0,00;2,00;0,60
2010;130;24335;2016;6;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;24335;2016;8;0;0;0;0;0;2;0;0;0;1;0;13;0,00;0,00;0,00;0,00
2010;130;24414;2014;6;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;24414;2016;4;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;24530;2014;1;0;0;0;0;0;0;0;0;0;1;0;11;0,00;0,00;0,00;0,00
2010;130;24530;2014;4;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;24530;2014;5;0;0;0;0;0;0;0;0;0;1;0;11;0,00;0,00;0,00;0,00
2010;130;24530;2014;10;0;0;0;0;0;0;0;0;0;1;0;9;0,00;0,00;0,00;0,00
2010;130;24530;2016;8;0;0;0;0;0;0;0;0;0;1;0;11;0,00;0,00;0,00;0,00
2010;130;24622;2014;8;0;0;0;0;1;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;24622;2014;10;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;24622;2015;9;0;0;0;0;0;0;0;0;0;1;0;11;0,00;0,00;0,00;0,00
2010;130;24622;2016;4;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;24671;2014;9;0;0;0;0;0;0;0;0;0;1;0;15;0,00;0,00;0,00;0,00
2010;130;24671;2016;1;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;24731;2014;7;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;24731;2014;9;0;0;0;0;0;0;0;0;0;2;0;12;0,00;0,00;0,00;0,00
2010;130;24731;2014;11;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;24731;2016;5;0;0;0;0;0;0;0;0;0;1;0;15;0,00;0,00;0,00;0,00
2010;130;24904;2014;1;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;24904;2016;1;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;24904;2016;9;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;24951;2014;4;0;0;0;0;0;0;0;0;0;1;0;9;0,00;0,00;0,00;0,00
2010;130;24951;2014;11;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;24951;2015;1;0;0;0;0;0;0;0;0;0;1;0;13;0,00;0,00;0,00;0,00
2010;130;24951;2015;3;0;0;0;0;0;0;0;0;0;1;0;11;0,00;0,00;0,00;0,00
2010;130;24951;2016;6;0;0;0;0;1;0;0;0;0;1;0;19;0,00;0,00;0,00;0,00
2010;130;25037;2014;11;0;0;0;0;0;0;0;0;0;1;0;19;0,00;0,00;0,00;0,00
2010;130;25037;2015;11;0;0;1;0;0;0;0;0;0;1;0;6;0,00;0,00;0,00;0,00
2010;130;25037;2016;1;0;0;0;0;0;0;0;0;0;1;0;11;0,00;0,00;0,00;0,00
2010;130;25037;2016;9;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;25164;2014;12;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;25164;2016;7;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;25179;2014;6;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;25179;2014;8;0;0;0;0;0;0;0;0;0;2;0;18;1,00;0,50;0,00;0,00
2010;130;25179;2015;5;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;25179;2016;2;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;25179;2016;6;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;25179;2016;10;0;0;0;0;0;0;0;0;0;1;0;11;0,00;0,00;0,00;0,00
2010;130;25516;2014;3;0;0;0;0;0;0;0;0;0;5;0;53;0,00;0,00;0,00;0,00
2010;130;25516;2014;9;0;0;1;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00;0,00
2010;130;25516;2015;1;0;0;2;0;0;0;0;0;1;5;0;39;0,00;0,00;1,00;0,40
2010;130;25516;2016;4;2;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;25524;2014;1;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;25524;2015;5;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;25524;2016;6;2;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;25955;2014;3;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;25955;2014;9;0;0;0;0;0;0;0;0;0;5;0;49;0,00;0,00;0,00;0,00
2010;130;25955;2014;10;0;0;2;1;0;0;0;0;0;7;0;78;0,00;0,00;0,00;0,00
2010;130;25955;2014;12;0;0;1;3;1;0;1;0;1;8;0;270;1,00;0,33;2,00;0,66
2010;130;25955;2015;2;0;0;0;0;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;25955;2016;10;0;0;0;0;0;0;0;0;0;4;0;46;0,00;0,00;0,00;0,00
2011;151;26140;2014;7;0;0;0;0;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2011;151;26140;2014;11;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2011;151;26140;2015;5;0;0;0;0;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2011;151;26140;2015;8;0;0;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2011;151;26140;2016;1;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26287;2014;1;0;0;3;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26287;2014;2;0;0;2;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26287;2015;12;0;0;5;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26287;2016;1;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;26287;2016;2;0;0;8;0;0;0;0;0;0;10;0;77;0,00;0,00;0,00;0,00
2010;130;26287;2016;3;2;0;2;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;26287;2016;4;0;0;2;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;26287;2016;6;0;0;1;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;26287;2016;7;1;0;2;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26287;2016;10;0;0;2;0;0;0;0;0;0;2;0;10;0,00;0,00;0,00;0,00
2010;130;26388;2014;2;0;0;0;0;5;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2014;8;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2014;9;0;0;0;0;2;0;0;0;2;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2015;1;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2015;7;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2015;11;0;0;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2015;12;0;0;0;0;5;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2016;1;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2016;3;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2016;5;0;0;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2016;8;0;0;0;0;3;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;26388;2016;9;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;27027;2014;1;0;0;0;0;0;0;0;0;0;2;0;14;0,00;0,00;0,00;0,00
2010;130;27027;2014;2;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;27027;2014;4;0;0;0;0;0;0;0;0;0;1;0;9;0,00;0,00;0,00;0,00
2010;130;27027;2014;5;0;0;0;0;0;0;0;0;0;3;0;29;0,00;0,00;0,00;0,00
2010;130;27027;2014;7;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;27027;2014;10;0;0;0;0;0;0;0;0;0;8;0;158;0,00;0,00;0,00;0,00
2010;130;27027;2014;11;0;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;27027;2015;1;0;0;0;0;0;0;0;0;0;2;0;20;0,00;0,00;0,00;0,00
2010;130;27027;2015;2;0;0;0;0;0;0;0;0;0;2;0;16;0,00;0,00;0,00;0,00
2010;130;27027;2015;10;0;0;0;0;0;0;0;0;0;1;0;9;0,00;0,00;0,00;0,00
2010;130;27027;2015;12;0;0;0;0;0;0;0;0;0;4;0;40;0,00;0,00;0,00;0,00
2010;130;27027;2016;1;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;27027;2016;2;0;0;0;0;0;0;0;0;0;2;0;14;0,00;0,00;1,00;0,50
2010;130;27027;2016;3;0;0;0;0;0;0;0;0;0;4;0;28;0,00;0,00;0,00;0,00
2010;130;27027;2016;4;0;0;0;1;0;0;0;0;0;1;0;22;0,00;0,00;0,00;0,00
2010;130;27027;2016;5;0;0;0;1;0;0;0;0;0;2;0;43;0,00;0,00;0,00;0,00
2010;130;27027;2016;6;1;0;0;0;0;0;0;0;0;1;0;7;0,00;0,00;0,00;0,00
2010;130;27027;2016;7;0;0;0;0;0;0;0;0;0;1;0;5;0,00;0,00;0,00;0,00
2010;130;27044;2014;7;0;0;0;0;0;0;0;0;0;1;0;11;0,00;0,00;0,00;0,00
2010;130;27044;2016;6;0;0;0;0;0;0;0;0;0;2;0;16;0,00;0,00;0,00;0,00
2010;130;27044;2016;9;0;0;0;0;0;0;0;0;0;2;0;16;0,00;0,00;0,00;0,00
2010;130;27044;2016;10;0;0;0;0;0;0;0;0;0;1;0;15;0,00;0,00;0,00;0,00
2010;130;27091;2014;1;0;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;27091;2014;10;0;0;0;0;23;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;27091;2015;2;0;0;27;0;0;0;0;0;0;0;0;4;0,00;0,00;0,00;0,00
2010;130;27091;2015;6;0;0;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;27091;2016;1;0;0;2;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2010;130;27091;2016;7;0;0;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00
2011;151;27336;2014;8;0;0;1;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00;0,00
2011;151;27336;2015;11;0;0;0;0;0;0;0;0;0;1;0;17;0,00;0,00;0,00;0,00
2011;151;27336;2015;12;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2011;151;27336;2016;1;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
2011;151;27336;2016;2;0;0;0;0;0;0;0;0;5;0;0;0;0,00;0,00;0,00;0,00
2011;151;27336;2016;3;0;0;0;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00
